"","sample.name","file","Sequencing_facility","Sample_type","LibraryKit","Sequencing_platform","Sequencing_lane","Origin","Technical_dup","Target_species","Init_read_count","Init_q30_perc","Quality_trimmed_read_count","MIN_NREADS_10M_filter","Duplicate_removed_reads_count","Mapped_reads_count","Mapping_Perc","MIN_MAPPERC_80_NMAP_10M_filter","Primary_Mapped_reads_count","Properly_Paired_reads_count"
"556","RRAP-ECT01-2022-Aspat-NDIR-502","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-502_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33124248,90.68,NA,"PASS",27401035,22005691,96.9841669780008,"PASS","25523610","22677522"
"557","RRAP-ECT01-2022-Aspat-NDIR-503","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-503_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31007162,91,NA,"PASS",26060679,25549993,98.040396414844,"PASS","24390724","22619682"
"558","RRAP-ECT01-2022-Aspat-NDIR-504","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-504_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30586958,89.81,NA,"PASS",24810019,26851185,97.9933239748061,"PASS","23049029","20605692"
"559","RRAP-ECT01-2022-Aspat-NDIR-505","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-505_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32356596,89.66,NA,"PASS",26787889,26656875,97.8176115900084,"PASS","24882055","22338948"
"560","RRAP-ECT01-2022-Aspat-NDIR-506","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-506_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35600652,90.16,NA,"PASS",28925709,24194929,97.5207999639178,"PASS","26858969","23950662"
"561","RRAP-ECT01-2022-Aspat-NDIR-507","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-507_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",30282906,89.83,NA,"PASS",24208120,28226183,97.5816461404628,"PASS","22404775","19665878"
"562","RRAP-ECT01-2022-Aspat-NDIR-508","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-508_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",28954730,90.55,NA,"PASS",24181775,26087727,97.3862740733322,"PASS","22368414","19868354"
"563","RRAP-ECT01-2022-Aspat-NDIR-509","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-509_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32064180,90.19,NA,"PASS",26339885,15401498,97.5448079795546,"PASS","24501607","22098152"
"564","RRAP-ECT01-2022-Aspat-NDIR-510","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-510_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",34154882,89.87,NA,"PASS",27771598,22131682,97.9675990484275,"PASS","25753319","22594834"
"565","RRAP-ECT01-2022-Aspat-NDIR-511","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-511_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",40504992,89.65,NA,"PASS",32901943,23170707,98.3163509784088,"PASS","30629612","27142034"
"566","RRAP-ECT01-2022-Aspat-NDIR-512","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-512_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",29130306,89.53,NA,"PASS",23869978,23406232,98.0571997175699,"PASS","22313398","19993930"
"567","RRAP-ECT01-2022-Aspat-NDIR-513","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-513_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",28314556,89.71,NA,"PASS",22590818,25232272,97.5622385621572,"PASS","21030151","18595566"
"568","RRAP-ECT01-2022-Aspat-NDIR-514","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-514_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",30724990,89.79,NA,"PASS",25862744,25784853,97.8928078083864,"PASS","24015231","21239776"
"569","RRAP-ECT01-2022-Aspat-NDIR-515","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-515_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",28527136,89.94,NA,"PASS",23567501,27133678,97.702976976694,"PASS","22080164","19822184"
"570","RRAP-ECT01-2022-Aspat-NDIR-516","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NDIR-516_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",37117916,90.14,NA,"PASS",30543847,32278695,98.1057410500043,"PASS","28260846","25059826"
"571","RRAP-ECT01-2022-Aspat-NDIR-517","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-517_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",19061932,89.99,NA,"PASS",15789152,29695845,97.22365686287,"PASS","14671230","13151514"
"572","RRAP-ECT01-2022-Aspat-NDIR-518","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-518_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",49325370,88.74,NA,"PASS",38072610,37033482,97.2706678107963,"PASS","35020747","30445252"
"573","RRAP-ECT01-2022-Aspat-NDIR-519","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-519_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30635074,90.48,NA,"PASS",25732751,21215614,98.1479783489467,"PASS","24068709","21768346"
"574","RRAP-ECT01-2022-Aspat-NDIR-520","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-520_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",24766776,90.77,NA,"PASS",21615946,22677729,97.4365268288139,"PASS","20189396","18376144"
"575","RRAP-ECT01-2022-Aspat-NDIR-521","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-521_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",41380756,90.08,NA,"PASS",34836296,25339199,98.4706182405449,"PASS","32635042","29762106"
"576","RRAP-ECT01-2022-Aspat-NDIR-522","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-522_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31495196,89.83,NA,"PASS",25782586,25194160,97.7177386318037,"PASS","23911126","21360862"
"577","RRAP-ECT01-2022-Aspat-NDIR-523","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-523_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",40046178,90.6,NA,"PASS",32708974,25062718,96.7227958238808,"PASS","30345959","27289494"
"578","RRAP-ECT01-2022-Aspat-NDIR-524","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-524_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32124872,89.54,NA,"PASS",25911904,29679452,97.7692647549655,"PASS","23840755","21384926"
"579","RRAP-ECT01-2022-Aspat-NDIR-525","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-525_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",28101626,89.67,NA,"PASS",23274361,30369109,97.0235050090613,"PASS","21613358","19305264"
"580","RRAP-ECT01-2022-Aspat-NDIR-526","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NDIR-526_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",37745856,90.68,NA,"PASS",31300775,31968690,97.7367556683374,"PASS","28915054","25923692"
"581","RRAP-ECT01-2022-Aspat-NDIR-527","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-527_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",37175660,90.04,NA,"PASS",30356628,34098406,97.8818356578438,"PASS","28282274","25790454"
"582","RRAP-ECT01-2022-Aspat-NDIR-530","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-530_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",37107192,91.16,NA,"PASS",31405560,21859464,97.4935080041189,"PASS","29156307","26046084"
"583","RRAP-ECT01-2022-Aspat-NDIR-531","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-531_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30319220,90.22,NA,"PASS",24980309,22998903,97.0309148911799,"PASS","23345050","20997228"
"584","RRAP-ECT01-2022-Aspat-NDIR-532","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-532_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",34481522,90.14,NA,"PASS",28292067,24515315,98.1385578537079,"PASS","26348129","23497160"
"585","RRAP-ECT01-2022-Aspat-NDIR-533","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-533_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",34204138,90.43,NA,"PASS",28093673,25606612,97.6485140208414,"PASS","26163366","23840888"
"586","RRAP-ECT01-2022-Aspat-NDIR-534","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-534_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",30738574,89.99,NA,"PASS",25553009,25823459,96.7320919296273,"PASS","23590112","21134034"
"587","RRAP-ECT01-2022-Aspat-NDIR-535","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-535_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",28845632,90.06,NA,"PASS",23702655,27482143,97.8232465366846,"PASS","21894019","19419610"
"588","RRAP-ECT01-2022-Aspat-NDIR-536","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-536_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",27943630,87.93,NA,"PASS",22421456,27081589,95.7214932369558,"PASS","20845102","18659078"
"589","RRAP-ECT01-2022-Aspat-NDIR-537","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-537_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35365774,89.5,NA,"PASS",28563828,27959528,97.8843872046842,"PASS","26594018","23549468"
"590","RRAP-ECT01-2022-Aspat-NDIR-538","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NDIR-538_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",32915632,89.52,NA,"PASS",26695855,30824466,98.1497097966093,"PASS","24528926","21465482"
"591","RRAP-ECT01-2022-Aspat-NONA-599","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-599_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",31320364,90.09,NA,"PASS",26223248,24766061,96.9203313785864,"PASS","23796134","21156048"
"592","RRAP-ECT01-2022-Aspat-NONA-600","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-600_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",34479494,89.92,NA,"PASS",28803598,20793087,95.9517333375295,"PASS","25418123","22326330"
"593","RRAP-ECT01-2022-Aspat-NONA-601","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-601_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",32781428,89.47,NA,"PASS",27336432,20113945,94.9421209742654,"PASS","24976964","21802908"
"594","RRAP-ECT01-2022-Aspat-NONA-602","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-602_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",38092470,90.46,NA,"PASS",30953378,24138678,94.6447654892642,"PASS","27984692","24782436"
"595","RRAP-ECT01-2022-Aspat-NONA-603","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NONA-603_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",26352098,89.69,NA,"PASS",21670361,26287810,96.1640129187306,"PASS","19807150","18024568"
"596","RRAP-ECT01-2022-Aspat-NONA-604","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NONA-604_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",35179994,89.9,NA,"PASS",29073602,27194822,96.1166091011768,"PASS","26550676","23577352"
"597","RRAP-ECT01-2022-Aspat-NONA-605","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-605_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",34885124,89.4,NA,"PASS",29041063,27714278,96.2181113623374,"PASS","26431339","23303562"
"598","RRAP-ECT01-2022-Aspat-NONA-606","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-606_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",25498110,88.7,NA,"PASS",21185481,27820684,95.6905305369455,"PASS","19147724","16888782"
"599","RRAP-ECT01-2022-Aspat-NONA-607","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-607_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",34508060,90.28,NA,"PASS",28293572,27922745,96.1491836576368,"PASS","25828403","22928922"
"600","RRAP-ECT01-2022-Aspat-NONA-608","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-608_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33167414,90.36,NA,"PASS",27665840,29453292,95.1537244174125,"PASS","25242015","22570408"
"601","RRAP-ECT01-2022-Aspat-NONA-609","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-609_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",30807282,89.19,NA,"PASS",25504504,25646252,92.7000662188461,"PASS","22918814","20076306"
"602","RRAP-ECT01-2022-Aspat-NONA-610","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-610_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",31903778,90.59,NA,"PASS",26617943,23271274,94.9186509710458,"PASS","24000556","21179640"
"603","RRAP-ECT01-2022-Aspat-NONA-611","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-611_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",32013722,90.15,NA,"PASS",27104016,24580251,95.1057487355766,"PASS","24599586","21681194"
"604","RRAP-ECT01-2022-Aspat-NONA-612","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-612_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",31409188,89.67,NA,"PASS",25671043,24825199,96.7050657037971,"PASS","23160855","20272188"
"605","RRAP-ECT01-2022-Aspat-NONA-613","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-613_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",40038368,89.98,NA,"PASS",32553937,24923894,95.821445948847,"PASS","29944678","26619410"
"606","RRAP-ECT01-2022-Aspat-NONA-614","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-614_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",28802104,90.21,NA,"PASS",24517072,25320741,95.1265881063762,"PASS","22119029","19692090"
"607","RRAP-ECT01-2022-Aspat-NONA-615","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-615_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",31256294,89.51,NA,"PASS",26010768,25619094,94.5213949106287,"PASS","23296973","20668386"
"608","RRAP-ECT01-2022-Aspat-NONA-616","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-616_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",31058718,90,NA,"PASS",25845179,26250755,94.1033625265234,"PASS","23009042","20510036"
"609","RRAP-ECT01-2022-Aspat-NONA-617","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-617_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33422000,90.85,NA,"PASS",28374832,27206070,95.8809905905346,"PASS","25925835","23383332"
"610","RRAP-ECT01-2022-Aspat-NONA-618","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-618_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33248926,90.12,NA,"PASS",27895661,31510569,96.794956014076,"PASS","25790263","23103212"
"611","RRAP-ECT01-2022-Aspat-NONA-619","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-619_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",34150538,90,NA,"PASS",29133009,27400089,94.0516957929063,"PASS","25964787","23222946"
"612","RRAP-ECT01-2022-Aspat-NONA-620","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-620_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",31067824,89.71,NA,"PASS",26173530,23373069,97.3396489877568,"PASS","23696506","20900906"
"613","RRAP-ECT01-2022-Aspat-NONA-621","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-621_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",36174954,90.07,NA,"PASS",30166461,25169415,96.5152321410172,"PASS","27323119","24040980"
"614","RRAP-ECT01-2022-Aspat-NONA-622","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-622_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33379458,89.9,NA,"PASS",26697841,24696342,94.356175876926,"PASS","24240648","21114456"
"615","RRAP-ECT01-2022-Aspat-NONA-623","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-623_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",29094096,89.59,NA,"PASS",24011869,24744887,95.2621117502627,"PASS","21364791","18752764"
"616","RRAP-ECT01-2022-Aspat-NONA-624","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-624_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",34279678,90.68,NA,"PASS",28963819,26127689,95.3440892292338,"PASS","26310319","23448770"
"617","RRAP-ECT01-2022-Aspat-NONA-625","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-625_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33747058,90.33,NA,"PASS",27403575,27850819,96.1572747019307,"PASS","24215814","21248778"
"618","RRAP-ECT01-2022-Aspat-NONA-626","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-626_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",38225494,89.77,NA,"PASS",31439165,28360347,94.0128409494239,"PASS","28496483","25233748"
"619","RRAP-ECT01-2022-Aspat-NONA-627","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NONA-627_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",31199756,90.45,NA,"PASS",26078179,30135711,95.8540438335433,"PASS","24135443","21677342"
"620","RRAP-ECT01-2022-Aspat-NONA-628","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-628_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",32428748,89.43,NA,"PASS",25975581,25322905,94.8500105308141,"PASS","23796886","20743144"
"621","RRAP-ECT01-2022-Aspat-NONA-629","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-629_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",29712688,89.1,NA,"PASS",24097470,21957588,98.0228196834658,"PASS","22151589","19263334"
"622","RRAP-ECT01-2022-Aspat-NONA-630","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-630_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",33159236,89.76,NA,"PASS",26830867,21948949,95.098109770657,"PASS","23811095","20857824"
"623","RRAP-ECT01-2022-Aspat-NONA-631","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-631_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",34139250,89.54,NA,"PASS",28330184,23316042,96.7572197413255,"PASS","25328777","22409942"
"624","RRAP-ECT01-2022-Aspat-NONA-632","/tgt_bck2/data_lecellier/230404-A00151A_L002/RRAP-ECT01-2022-Aspat-NONA-632_L2_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L2","ECT01_ASpath_GBR",FALSE,"Aspat",27480206,88.33,NA,"PASS",22400486,23598303,96.9099438600569,"PASS","20228381","17774492"
"625","RRAP-ECT01-2022-Aspat-NONA-633","/tgt_bck2/data_lecellier/230404-A00151A_L001/RRAP-ECT01-2022-Aspat-NONA-633_L1_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L1","ECT01_ASpath_GBR",FALSE,"Aspat",40758450,90.04,NA,"PASS",32755904,26333312,97.1657873032797,"PASS","30441952","27265994"
"626","RRAP-ECT01-2022-Aspat-NONA-634","/tgt_bck2/data_lecellier/230404-A00151A_L003/RRAP-ECT01-2022-Aspat-NONA-634_L3_1.fq.gz","CSIRO","gDNA","Lotus DNA kit","NovaseqX","L3","ECT01_ASpath_GBR",FALSE,"Aspat",32926690,90.44,NA,"PASS",27661437,26045687,94.1588356382208,"PASS","24729570","21934522"
